Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Lytis;Matavimo vienetai;Reikšmė
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;46.9
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.4
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.4
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;47.6
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;48.3
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Vyrai;proc.;48.7
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.3
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.5
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.6
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;53.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;53.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;53.0
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;53.1
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.6
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.6
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;52.4
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;51.7
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Elektrėnų sav.;Iš viso pagal amžių;Moterys;proc.;51.3
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;48.1
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;48.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.8
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.7
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.5
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.4
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.4
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.5
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.6
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.7
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.7
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.8
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.9
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Vyrai;proc.;48.3
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;51.9
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.1
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.2
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.3
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.5
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.6
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.6
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.5
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.3
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.3
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.2
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.1
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šalčininkų r. sav.;Iš viso pagal amžių;Moterys;proc.;51.7
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;46.9
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;46.9
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;46.9
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.1
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.3
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.2
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.4
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Vyrai;proc.;47.7
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.8
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;53.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;53.1
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;53.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;53.1
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;53.1
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;53.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.9
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.7
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.8
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.6
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Širvintų r. sav.;Iš viso pagal amžių;Moterys;proc.;52.3
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Švenčionių r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Švenčionių r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Švenčionių r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Švenčionių r. sav.;Iš viso pagal amžių;Vyrai ir moterys;proc.;100.0
